Explained Variance Ratio:
0.995183
0.00433059
0.000340702
0.000123175
1.52776e-05
6.26179e-06
9.16325e-07

Scores:
5.3127, 0.466445, -1.02895, 0.103398, -0.216826, -0.0484239, 0.0204911
-21.0203, -1.21095, -0.417617, 0.213501, -0.0500108, -0.0517529, -0.0194437
-14.0394, -1.844, 0.415368, 0.443555, 0.0272765, -0.031326, 0.00135929
-15.4829, -0.507444, -0.0394447, -0.146988, -0.0496957, 0.0288271, -0.0224064
-3.27614, -0.0337276, -0.579245, 0.470156, 0.00308918, 0.1121, 0.0205627
-4.53451, -0.403477, -0.345299, 0.464704, 0.18444, 0.0437615, -0.00329515
17.8479, 0.584141, 0.320643, -0.356988, -0.234799, 0.100925, 0.0474095
-24.0078, -2.03975, -0.203316, 0.094142, 0.0822421, 0.00521018, 0.028666
-1.75232, 1.83831, 0.425011, -0.1798, -0.072016, -0.0764815, -0.0237444
-4.64397, 2.06535, 0.294096, -0.158734, -0.0633407, 0.0382837, -0.0277455
-7.81216, 0.524375, 0.370896, 0.198879, 0.165594, 0.039564, 0.034383
60.3884, 3.74866, 0.853507, -0.113253, 0.0525155, -0.129061, 0.0317626
-1.09288, 5.0674, -0.739867, 0.533541, 0.103745, -0.0713724, -0.0303369
-14.7644, -4.69813, 0.226766, 0.289646, -0.077093, 0.0470012, -0.0437787
-21.4587, 1.55397, -0.112766, -0.352081, 0.0821593, 0.109779, -0.0453264
30.7372, 0.536266, -0.587434, -0.351313, -0.0406151, 0.210457, 0.00574679
-19.2275, -2.22788, -0.0876277, 0.125847, 0.0163603, 0.0117323, 0.0531793
-18.0844, -0.744141, -0.434715, -0.0156438, 0.0538713, -0.0109105, -0.0213346
-15.9359, -4.59302, -0.122998, 0.0314129, 0.0625139, -0.0546866, 0.0233837
-24.9468, -2.24034, 0.0495567, -0.0609126, 0.0981412, 0.0523719, -0.0107267
-23.7216, -1.74, -0.421485, -0.147424, 0.00775165, 0.0275772, -0.00199727
9.04107, 0.992952, -0.115912, 0.0624102, 0.0127585, -0.150455, -0.0259209
41.9399, 0.0105318, -0.243302, 0.0728639, 0.151487, 0.112149, 0.0445249
-16.9867, -0.851551, 0.149175, 0.0423235, -0.0565909, 0.00801036, 0.00491723
14.782, -0.565911, 0.525801, 0.226267, -0.0454558, -0.174711, 0.0540733
28.1072, 0.126823, -0.165729, -0.126582, -0.00167636, 0.0633826, 0.0476966
-23.8412, 1.3939, -0.00771072, -0.116627, 0.10063, -0.00298013, 0.00907784
-12.6525, 2.23662, -0.568782, -0.0471626, 0.125599, -0.0674901, -0.00157564
-21.5063, -0.131637, -0.0712784, -0.331503, 0.0212495, -0.0386349, -0.0312575
-22.6684, 1.9995, 0.316273, 0.221371, 0.0366967, 0.116069, -0.0048043
7.73134, -1.14467, 0.494107, -0.341666, -0.0655206, -0.070717, -0.0145955
-8.40769, 3.07198, 0.102408, 0.150844, -0.0012792, 0.0156678, 0.0111996
5.82046, -1.7386, 2.81351, 0.153774, 0.172049, 0.0390347, 0.00629026
1.63298, 2.89936, 0.388703, -0.0816329, 0.0734471, -0.0461366, -0.0578028
9.0468, 1.30309, 0.0145939, 0.774841, -0.260039, -0.0203773, 0.0283986
88.0136, -1.14183, -0.583207, -0.796074, 0.335634, -0.113579, 0.0213944
-14.6573, 1.39316, -0.0205325, 0.39684, -0.216668, -0.134436, -0.0134476
-20.8201, 0.138382, -0.413059, -0.0207005, 0.0374585, -0.104468, -0.020487
-27.8438, 0.0204119, 0.251714, 0.0770982, -0.129591, 0.12388, -0.00475501
-27.7516, 1.47541, -0.0488786, -0.369588, -0.149672, 0.0253089, 0.00485322
59.8873, -0.201904, 0.0210193, -0.195491, -0.0720769, 0.0233398, 0.00837108
27.1383, -0.72167, -0.577141, 0.0823184, -0.136724, -0.00366773, 0.0357938
-12.7124, -3.54112, 0.0223713, 0.0989712, -0.0485052, -0.112184, 0.0265159
-21.9391, 2.52502, 0.389718, -0.24237, -0.0220936, 0.0639136, 0.0205333
-7.95246, -1.68768, 0.628579, -0.578686, 0.0125278, -0.00437132, -0.040214
9.65062, 1.45779, 0.792071, 0.246591, -0.121215, 0.0101087, -0.00394975
-10.6155, 1.00164, 0.369159, -0.233409, -0.0904357, -0.0190322, 0.00922008
-18.8662, -0.571085, -0.234326, -0.136801, 0.108224, 0.0298086, -0.000981886
-19.8282, 0.917519, -0.129775, -0.307161, -0.013007, -0.00750982, -0.0130379
4.52349, -1.52052, -0.762364, 0.130595, 0.0356343, -0.0142918, 0.019235
-4.59536, 2.93231, -0.110079, 0.741087, 0.270105, 0.0649863, 0.000139254
27.965, 1.19266, -0.238549, -0.908428, -0.158402, 0.0334574, -0.00557123
-30.7065, -1.23468, -0.774977, -0.20024, 0.0900733, -0.0177404, -0.0160065
-22.3084, -3.02753, 0.0906788, -0.228031, -0.0418001, -0.0514482, -0.019268
132.895, -3.11074, -0.139358, 0.698314, -0.0881255, 0.0715394, -0.0953669
